Title,Authors,Year,Keywords,Abstract,URL,Relevance
On the Construction of the Teaching System of Innovation and Entrepreneurship Education in Universities,"H Ren - … Conference on Modern Management and Education …, 2021 - atlantis-press.com",2021 - atlantis-press.com,,"… It is the first time to regulate entrepreneurship education in Chinese colleges and universities, 
requiring … should be established to provide students with education on entrepreneurship …",https://www.atlantis-press.com/proceedings/mmet-21/125961403,True
Integrated Management of Entrepreneurship Education in Tridharma of Higher Education (Case study at Pancasakti Tegal University and IKIP Veteran Semarang),"NH Faridah, AR Yulianto - … Social Science, Humanities, Education …, 2021 - books.google.com",2021 - books.google.com,,"… management of entrepreneurship education for students, … of Research and Higher 
Education, and it can use a validated … that entrepreneurial education programs not only provide …",https://books.google.com/books?hl=en&lr=&id=rzo6EAAAQBAJ&oi=fnd&pg=PA336&dq=deliver+entrepreneurship+education+to+ict+students&ots=-immA_rbAy&sig=zY7RKLyzjXwXp-znaYDbeUfzYNQ,True
Growing Metalwork Craft Businesses through the Lens of Entrepreneurship Education,"AS Venatius, AH Musta'amal, OB Ekwok… - … of Entrepreneurial …, 2021 - readersinsight.net",2021 - readersinsight.net,,"… might provide specialized vocational entrepreneurship training … It allows for learning to carry 
out production tasks for sale. … in vocational education because it allows students to acquire …",https://readersinsight.net/IJER/article/view/1523,True
Effectiveness of Entrepreneurship Education and Skill Acquisition among Undergraduate Students in Kano,"SK Folorunso, IT Owonwami… - … Technology and Education, 2022 - atbuftejoste.net",2022 - atbuftejoste.net,,"… curriculum inculcates entrepreneurial skills among … of ICT services were inadequate or 
under construction. Lastly, it was recommended that the government should provide needed skills …",http://www.atbuftejoste.net/index.php/joste/article/view/1633,True
[PDF][PDF] Enterprise Education A Distributed Concurrent Design based e-Learning,"D Stamatis, B Hansson, TA Hjeltnes, L MacKinnon - … for Entrepreneurship … - Citeseer",L MacKinnon - … for Entrepreneurship … - Citeseer,,"… -Learning course for Entrepreneurship Education, aiming to young ICT professionals willing 
… could guide students to act as entrepreneurs from the very beginning of the delivery of the …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2e692339b5a4b36072441c9ccad25161df685cec#page=712,True
Entrepreneurship Education in Schools: The Role of Teachers through Problem Based Learning Learning Models,"R Hidayat - Entrepreneurship Education in Schools: The Role of …, 2019 - papers.ssrn.com",2019 - papers.ssrn.com,,"… In order to instill entrepreneurial attitudes to students, it is necessary to … provide learning 
value to students on entrepreneurial activities in daily life and provide a real picture to students …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3395375,True
Investigating higher education graduates' entrepreneurship in Greece,"V Kostoglou, E Siakas - Annals of Innovation & Entrepreneurship, 2012 - Taylor & Francis",2012 - Taylor & Francis,,"… challenged to actively provide their students with appropriate … educate competent 
entrepreneurs and to support start-ups, it … and participation in entrepreneurship education was not …",https://www.tandfonline.com/doi/abs/10.3402/aie.v3i0.16742,True
"Team Learning, Team Performance, Entrepreneurial Intention, and Self-Regulated Learning in Entrepreneurship Education of UNUSA Students","MY Anshori, DF Karya, F Irhamni - 2019 - repository.unusa.ac.id",F Irhamni - 2019 - repository.unusa.ac.id,,"… However from our finding, it turned out good learning process does not strengthen the … 
and facilitates students in conducting entrepreneurial activities and provide teachers of …",http://repository.unusa.ac.id/6127/,True
The state of entrepreneurship and innovativeness in Montenegro,"S Peković, J Jovanović, Z Krivokapić… - … -ENTerprise REsearch …, 2017 - hrcak.srce.hr",2017 - hrcak.srce.hr,,"… modules to promote entrepreneurship competences of ICT and … there is a lack of 
entrepreneurship education in Monenegro. … through other related courses, • Provide students with …",https://hrcak.srce.hr/ojs/index.php/entrenova/article/view/14074,True
Entrepreneurship education (EEd) at bachelor level in developing countries,"S Selcuk, A Gursel - Periodicals of Engineering and Natural …, 2014 - pen.ius.edu.ba",2014 - pen.ius.edu.ba,,"… institutions in developing countries, for which entrepreneurship is a vital issue as it is one of 
… the student, an EEd program should be able to deliver the following objectives: • to provide …",http://pen.ius.edu.ba/index.php/pen/article/view/2,True
"[PDF][PDF] Analysis of the Effect of Entrepreneurship Education, Family Environment, and Entrepreneurship Commitment on Entrepreneurship Intention","E Ekawarna - International Journal of Social Science And …, 2022 - repository.unja.ac.id",2022 - repository.unja.ac.id,,"… In this study, 369 students were willing and returned a … The results of this study provide a 
conceptual framework for evaluating … It can be said that entrepreneurship education played an …",https://repository.unja.ac.id/40467/1/3.%20Int.Journal%20of%20Social%20Science%20And%20Human%20Research-vol%205-5%20may%202022-Ekawarna-Resni.pdf,True
[PDF][PDF] PRIVATE SECTOR AND ENTREPRENEURSHIP EDUCATION IN NIGERIA: ASSESSMENT OF INNOVATION AND VOCATIONAL ENTERPRISE INSTITUTIONS …,"JO Ezugwu, AC Okoye, GN Okwu, C Nwangwu - iwogds.futoweb.com",C Nwangwu - iwogds.futoweb.com,,"… in students be emphasised right from the primary school level… It is on the basis of the foregoing 
that this study examined the … Whereas IEIs provide entrepreneurship education at the post-…",https://iwogds.futoweb.com/wp-content/uploads/2021/09/futo-GENDER-journal-2020_53-63.pdf,True
Entrepreneurship and youth unemployment,"C Jenner - Social Innovation: Solutions for a Sustainable Future, 2013 - Springer",2013 - Springer,,"… attitudes towards entrepreneurship does deliver the big economic impacts we are all looking 
for. … Teachers with experience in entrepreneurship education say that it increases students’ …",https://link.springer.com/chapter/10.1007/978-3-642-36540-9_19,True
Entrepreneurship education in China: a sleeping dragon no more?,"B Kwock - American Journal of Entrepreneurship, 2013 - search.proquest.com",2013 - search.proquest.com,,"… subjects so as to make it relevant to the students’ relevant discipline. … training on creating 
and delivering effective entrepreneurship education to their respective students. The seminars …",https://search.proquest.com/openview/ef7ee618b0fc260a848fc39da5f6724a/1?pq-origsite=gscholar&cbl=38846,True
TVET Systems: A Panacea for curbing Youth Unemployment in Nigeria through Entrepreneurship Education,"S Joseph - Vocational and Technical Education Journal, 2020 - acjol.org",2020 - acjol.org,,"… is no definite curriculum for entrepreneurship education, as such it is taught at the discretion 
… to students, in other to concretise ideas. 3. Government should provide conducive business …",https://www.acjol.org/index.php/votej/article/view/372,True
[PDF][PDF] Crafting the Effective Learning Model for High Education: An Investigation from the business Incubator in Three Universities in Indonesia,"NK Hidayat, A Andri - Journal of Management and Strategy, 2017 - academia.edu",2017 - academia.edu,,"… business, but effective entrepreneurship education delivers … plan in entrepreneurship 
education involving students from … end it can be weaved as the score for the entrepreneurship …",https://www.academia.edu/download/88581547/7730.pdf,True
Problems and Countermeasures of Innovation and Entrepreneurship Education in Colleges and Universities,"W Zhao, Z Liu - … Education and Teaching Research, 2020 - ojs.bonviewpress.com",2020 - ojs.bonviewpress.com,,"… entrepreneurship education can effectively alleviate the employment pressure. To provide a 
new path for the future development of students.… stage, it is the further cultivation of students’ …",https://ojs.bonviewpress.com/index.php/CETR/article/view/35,True
Extending Education Shapes Student Behaviour in Entrepreneurship: The Mediating Role of Self-efficacy and Intention,"A Suratman, R Roostika - International Journal of …, 2023 - journal.lembagakita.org",2023 - journal.lembagakita.org,,"… , entrepreneurship education can provide motivation for entrepreneurial intentions and make 
students more … If students' internal factors do not support it, then education will only be mere …",http://www.journal.lembagakita.org/index.php/IJMSIT/article/view/946,True
"Business Education University Curriculum and Students' Entrepreneurial Skills Empowerment in Lagos State, Nigeria","OV Falobi, BE Ononiwu - … Language and Social Sciences Education …, 2022 - agric.unza.zm",2022 - agric.unza.zm,,"… Based on the gender disparity, it therefore means that female business education students … 
we provide evidence that entrepreneurship education provides the opportunity for students to …",https://agric.unza.zm/index.php/mjlsse/article/view/892,True
"Entrepreneurship in Teacher Education: Issues, trends and prospects","VB Owhotu - Teacher Education Systems in Africa in the Digital …, 2015 - books.google.com",2015 - books.google.com,,"… produce or deliver existing goods and services at lower cost’. … the entrepreneurial spirit 
through education when it directed … In summary, the worth of entrepreneurship education as part …",https://books.google.com/books?hl=en&lr=&id=7MLpCgAAQBAJ&oi=fnd&pg=PA257&dq=deliver+entrepreneurship+education+to+ict+students&ots=iDjhXwDFHG&sig=SsWVDhf2Aa2dk0UIkrYsVHApGRk,True
Developing entrepreneurial abilities with ICT and technical presentations,"D Roy - … International Conference on Information and Education …, 2018 - dl.acm.org",2018 - dl.acm.org,,"… Use of ICT to deliver technical information as a formal professional presentation also … , 
which says that entrepreneurship education has a role in supporting students to achieve the …",https://dl.acm.org/doi/abs/10.1145/3178158.3178189,True
Application of entrepreneurship education: A panacea for effective secondary schools management in Nigeria,"NS Ezeani - Singaporean Journal Of business Economics …, 2012 - platform.almanhal.com",2012 - platform.almanhal.com,,"… work, as it perceives entrepreneurship management of … to provide all that they need to make 
their school functional, ranging … with staff, students and school community for effective school …",https://platform.almanhal.com/Files/Articles/44793,True
Entrepreneurial learning–a social context perspective: evidence from Kenya and Tanzania,"L Hunter, J Lean - Journal of Small Business and Enterprise …, 2018 - emerald.com",2018 - emerald.com,,"… explores perceptions of entrepreneurship education (EE) and … the understanding of 
entrepreneurship and how it could be … realities can help deliver entrepreneurial learning and help …",https://www.emerald.com/insight/content/doi/10.1108/JSBED-02-2017-0075/full/html,True
[HTML][HTML] Developing the Entrepreneurial University through Positive Psychology and Social Enterprise: A Case Study of Curriculum Innovation in Russia,"P Kazin, S Hagen, A Prichislenko… - Вопросы образования, 2017 - cyberleninka.ru",2017 - cyberleninka.ru,,"… The development of a system of entrepreneurship education … the entrepreneurial intentions 
of students and provide them … entrepreneurial thinking—for example, it taught students to …",https://cyberleninka.ru/article/n/developing-the-entrepreneurial-university-through-positive-psychology-and-social-enterprise-a-case-study-of-curriculum-innovation-in,True
Entrepreneurial Intentions of Graduation Students in Thailand: Moderating Role of Characteristics of Entrepreneurship Education Programmes,"S Koolrojanapat, S Mephong… - … of Computational and …, 2019 - ingentaconnect.com",2019 - ingentaconnect.com,,"… This study investigated the entrepreneurial intentions of master students in Thailand and … 
of entrepreneurship. Moreover, it also refers to the willingness of university students to join the …",https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/00000011/art00049,True
"Agribusiness and value chain management students' attitude towards entrepreneurship in Haramaya University, Ethiopia: promises or practices of modularisation?","M Aman - … Journal of Management and Enterprise …, 2015 - inderscienceonline.com",2015 - inderscienceonline.com,,"… Second, how using ICT in entrepreneurship education affects students attitude towards … 
of students towards entrepreneurship. Hence, the result obtained from this study will provide …",https://www.inderscienceonline.com/doi/abs/10.1504/IJMED.2015.069306,True
[PDF][PDF] Entrepreneurship Competence: An Overview of Existing Concepts,"I Komarkova, J Conrads… - Policies and Initiatives …, 2015 - el.vlasnasprava.ua",2015 - el.vlasnasprava.ua,,"… 'ICT for Learning and Skills' that aims to provide evidence … entrepreneurship education. 
The main idea behind the NextLevel initiative is to provide lower secondary education students …",http://el.vlasnasprava.ua/wp-content/uploads/2016/07/Ovent_Final.pdf,True
[PDF][PDF] IMPACT OF INNOVATIVE AND DIVERSIFIED ENTREPRENEURSHIP EDUCATION PROGRAMMES ON SUSTAINABLE DEVELOPMENT IN RIVERS STATE.,"P DOUGLAS - The Nigerian Journal Research and …, 2022 - globalacademicgroup.com",2022 - globalacademicgroup.com,,"… strategies for effective entrepreneurship education will be the focus of this study. … However, 
it is the innovative entrepreneurs, who provide new services and goods needed by the public, …",https://www.globalacademicgroup.com/journals/nigerian%20journal%20of%20research%20and%20production%20/Impact%20of%20Innovative.pdf,True
Research on the Construction of Innovation and Entrepreneurship Education Ecology Circle of Local Applied University Students——The Space of Creation …,"Z Zonghui - 2019 3rd International Seminar on Education …, 2019 - atlantis-press.com",2019 - atlantis-press.com,,"… It plays an important role in encouraging college students to innovate and start their own … 
and entrepreneurship, can provide the most comprehensive information for innovative …",https://www.atlantis-press.com/proceedings/isemss-19/125918576,True
Innovation and Present Situation of Entrepreneurship Education in Colleges and Universities,"X Liu - 2016 International Conference on Education …, 2016 - atlantis-press.com",2016 - atlantis-press.com,,"… innovation and entrepreneurship education practice platform to provide students with the … 
the mode of innovation and entrepreneurship education, because it is in the primary stage, …",https://www.atlantis-press.com/proceedings/icemc-16/25856658,True
[PDF][PDF] LEARNING ENVIRONMENTS OF ENTREPRENEURSHIP EDUCATION,T KIILAVUORI - PUBLICATIONS 27 NEW OPPORTUNITIES FOR CO … - iris.unitn.it,T KIILAVUORI - PUBLICATIONS 27 NEW OPPORTUNITIES FOR CO … - iris.unitn.it,,"… ship education cases, co-operative thinking and planning of learning environments. … 
on the interests and talents of the students–it is easy to imagine that this is entrepreneurship …",https://iris.unitn.it/retrieve/handle/11572/95020/2970/Published%20Proceeding%20ICA%202001_FIN%20Ruralia%20Inst.pdf#page=266,True
Strategies for developing entrepreneurial skills among undergraduates of technology vocational education for poverty alleviation in Nigeria,"OA Ifeanyichukwu, OC Eze, CI Okoli - European Journal of Education …, 2018 - oapub.org",2018 - oapub.org,,"… entrepreneurship education like other aspects of education … The ability of the Nigerian 
educational system to provide … development strategy as it stimulates thinking in students and elicits …",http://oapub.org/edu/index.php/ejes/article/view/1721,True
[PDF][PDF] Project Method of Teaching Entrepreneurship Education for Self Reliance among Business Education Students in Tertiary Education in Nigeria,"N Akpan, AJ Akpan - benchmarkjournals.com",AJ Akpan - benchmarkjournals.com,,"… to send an email or letter are some problems students would … Some Business Education 
students graduate from the higher … If entrepreneurship education is to be learned as a career, it …",https://benchmarkjournals.com/wp-content/uploads/2022/04/4.pdf,True
Preparing undergraduate students for lifelong learning: lessons learned from entrepreneurship education,AN Timmermans - 2022 - nrl.northumbria.ac.uk,AN Timmermans - 2022 - nrl.northumbria.ac.uk,,"… of ‘how entrepreneurship education pedagogy can enhance undergraduate business 
students’ … learning and development, it seems paramount that we understand entrepreneurship …",https://nrl.northumbria.ac.uk/id/eprint/50143/,True
[CITATION][C] Effects of Entrepreneurship Education on Entrepreneurial Intention,"IA Onikoyi, JA Odumeru - Management Science and Engineering, 2020",2020,,,,True
[PDF][PDF] Fostering entrepreneurship and innovation through a biomedical technology PhD program in Australia,"O Thongpravati, A Maritz, P Stoddart - … of Engineering Education, 2016 - researchgate.net",2016 - researchgate.net,,"… science students, through entrepreneurship education can play … The programs provide 
students with education, training, and … The rationale for the panel approach is that it can provide a …",https://www.researchgate.net/profile/Onnida-Thongpravati/publication/304823019_Fostering_Entrepreneurship_and_Innovation_through_a_Biomedical_Technology_PhD_Program_in_Australia/links/577bd4f808aec3b74336699c/Fostering-Entrepreneurship-and-Innovation-through-a-Biomedical-Technology-PhD-Program-in-Australia.pdf,True
[PDF][PDF] Teachers' entrepreneurial competence and teaching methods in entrepreneurship education: A basis for teachers training curriculum,"CS Saranza, NLE Bueno, GR Andrin, MM Ninal - 2022 - researchgate.net",MM Ninal - 2022 - researchgate.net,,"… Entrepreneurship education helps students from all … Thus, it is essential to understand the 
definition, as this will … to maximize the delivery in teaching entrepreneurship education. This …",https://www.researchgate.net/profile/Cris_Saranza3/publication/361580403_Teachers'_Entrepreneurial_Competence_and_Teaching_Methods_in_Entrepreneurship_Education_A_Basis_for_Teachers_Training_Curriculum/links/6351e5b496e83c26eb3bae66/Teachers-Entrepreneurial-Competence-and-Teaching-Methods-in-Entrepreneurship-Education-A-Basis-for-Teachers-Training-Curriculum.pdf,True
Entrepreneurship education courses across multidisciplinary programmes at a South African university of technology: educator and student perspectives,K Price - 2018 - open.uct.ac.za,K Price - 2018 - open.uct.ac.za,,"… entrepreneurship education courses within the higher education institution as those of: 
course design and delivery; … in entrepreneurship education as it is offered within the higher …",https://open.uct.ac.za/handle/11427/30142,True
VIRTUAL REALITY IN AGRICULTURE: AN INNOVATIVE FRAMEWORK FOR LEARNING ENTREPRENEURSHIP,"F Grivokostopoulou, I Perikos, Z Palkova… - INTED2021 …, 2021 - library.iated.org",2021 - library.iated.org,,"… promote entrepreneurship education. It is designed for assisting learners in studying aspects 
of … The courses aim to provide students the theoretical knowledge about various aspects of …",https://library.iated.org/view/GRIVOKOSTOPOULOU2021VIR,True
[PDF][PDF] Embedding Enterprise and Entrepreneurship into Education,"D Griffiths, C Tarling - Experiential Entrepreneurship Exercises … - research.lancs.ac.uk",C Tarling - Experiential Entrepreneurship Exercises … - research.lancs.ac.uk,,"… to provide an overview of the enterprise and entrepreneurship … Entrepreneurship education 
has four key audiences; learners… Tracy Cage-I learnt most from “All of it because I had not …",https://www.research.lancs.ac.uk/portal/services/downloadRegister/122118396/EEEJ_Issue_ETC_Special_Issue.pdf#page=45,True
[PDF][PDF] The Roles of Principals in the Promotion of Entrepreneurship Education in Secondary School in Uyo Municipality,"CP GODDYMKPA, UE EYO, I Ourua, I Ekpene - globalacademicstar.com",I Ekpene - globalacademicstar.com,,"… that the State Government should provide the enabling environment that enhances this 
course to be worthwhile and enticing for students to appreciate and value it in order for them to …",https://www.globalacademicstar.com/download/article/1167020239.pdf,True
NEED FOR ENTREPRENEURSHIP EDUCATION IN LIBRARY AND INFORMATION SCIENCE SCHOOLS IN NIGERIA,"GA Obinyan - African Journal of Emerging Issues, 2020 - ajoeijournals.org",2020 - ajoeijournals.org,,"… entrepreneurship education and training in the profession. Entrepreneurship education seeks 
to provide students … because it is challenging to deliver on entrepreneurship education and …",https://ajoeijournals.org/sys/index.php/ajoei/article/view/139,True
[PDF][PDF] Research on Evaluation Index of Entrepreneurship Education in Chinese Universities,HOU Jie - scholar.archive.org,HOU Jie - scholar.archive.org,,"… and practices on entrepreneurship education, it is hard for … Second, not all educated 
students start up their business … results to provide suggestions for the work of entrepreneurship …",https://scholar.archive.org/work/yoy2k3jtmrgyvhqf7wzm35qvoa/access/wayback/http://dpi-proceedings.com/index.php/dtssehs/article/download/26924/26336,True
[PDF][PDF] Entrepreneurship Education and Sustainable National Development: An Appraisal,"LA AZEEZ, OO OLAITAN, A RAHAMAN - 2023 - irjweb.com",A RAHAMAN - 2023 - irjweb.com,,"… Entrepreneurship education is designed to aids students from … In addition, it was observed 
that Business education in … more serious with entrepreneurship education, provide enabling …",https://www.irjweb.com/Entrepreneurship%20Education%20and%20Sustainable%20National%20Development%20An%20Appraisal.pdf,True
Functional Mathematics Education: A Tool for Developing Entrepreneurship for Sustainable Self Reliance of Nigerian Graduates,"OE Onoshakpokaiye - … Mathematics and Science Education, 2021 - conmaths.com",2021 - conmaths.com,,"… The entrepreneurship education equips the students to take … of entrepreneurship education, 
they are trying to key into it. … provide the child with diverse basic knowledge and skills for …",https://www.conmaths.com/article/functional-mathematics-education-a-tool-for-developing-entrepreneurship-for-sustainable-self-9678,True
[PDF][PDF] US Entrepreneurship Education Missing the Mark for Greater Societal Impact,"RC Carriker - American Journal of Management, 2018 - digitalcommons.www.na …",2018 - digitalcommons.www.na …,,"… entrepreneurship education needs to reach out to students … workers, would it be more 
business education for everyone? … qualified to provide entrepreneurial education across much …",http://www.digitalcommons.www.na-businesspress.com/AJM/AJM18-2/CarrikerRC_18_2.pdf,True
The role of Personal Branding in Entrepreneurship Education,"G Männikus, A Kuura - Piccola Impresa/Small Business, 2022 - journals.uniurb.it",2022 - journals.uniurb.it,,"… entrepreneurship education. This will be done using comparative analysis of the existent 
literature on … It is found that PB has the potential to provide direction and advantages to students …",https://journals.uniurb.it/index.php/piccola/article/view/2861,True
Digital Tools and Experiential Learning in Science-Based Entrepreneurship Education,"M Blankesteijn, J Houtkamp - Technology and Entrepreneurship Education …, 2022 - Springer",2022 - Springer,,"… Students choose a real-life case and position it in the innovation chain. The innovation … 
Both projects provide students with experience in working with people from different disciplines. …",https://link.springer.com/chapter/10.1007/978-3-030-84292-5_10,True
Toolkit for reflexivity exercises for social entrepreneurship education,"H Myyryläinen, A Pajari - 2022 - theseus.fi",A Pajari - 2022 - theseus.fi,,"… to provide ideas that can be applied in many ways. The first chapter in this publication has 
exercises for learners for … can have various business models, it is important for the students to …",https://www.theseus.fi/handle/10024/787698,True
[PDF][PDF] Managing Virtual Entrepreneurship Education In Times of Covid-19 Pandemic: A Reflective Single Case Study At Balitar Islamic University,"S Soebiantoro, R Handoko, J Widodo - academia.edu",J Widodo - academia.edu,,"… for learning delivery. To ensure that students remained having access for Entrepreneurship 
… It was expected that this research would contribute to being reference for the development …",https://www.academia.edu/download/82374275/3196_3208supriyono_blitar.pdf,True
Entrepreneurship Education and New Media in Nigeria,"AA Aderogba - KIU Journal of Social Sciences, 2022 - ijhumas.com",2022 - ijhumas.com,,"… relevance of informal education to entrepreneurship education. In doing … process meant to 
provide students with the … Therefore, it is imperative for individuals and policy makers to design …",https://www.ijhumas.com/ojs/index.php/kiujoss/article/view/1416,True
[PDF][PDF] The Effectiveness of Virtual Team Learning and Its Potential Factors in Entrepreneurship Education Courses.,"L Chen, D Ifenthaler, JYK Yau - CSEDU (1), 2022 - scitepress.org",2022 - scitepress.org,,"… Higher Education sectors apply social media to their daily teaching and administration. 
Learners send … The familiarity with technology applications makes learners use it efficiently. …",https://www.scitepress.org/Papers/2022/110435/110435.pdf,True
ENTREPRENEURSHIP EDUCATION–A COMPONENT OF THE NEW EDUCATIONS,"M BOTEA, D BOTEA, M MARINESCU, G GROZA - ceeol.com",G GROZA - ceeol.com,,"… it comes to the way entrepreneurship is seen and perceived in society. The … of entrepreneurship 
education among students from different faculties. The sample consisted of 150 students …",https://www.ceeol.com/search/article-detail?id=828138,True
[PDF][PDF] NIGHTINGALE PUBLICATIONS,"E EDUCATION, VO GIDEON - africanscholarpublications.com",VO GIDEON - africanscholarpublications.com,,"… HEIs are grappling with ways to provide students with entrepreneurship skills and … to 
technology in the field of entrepreneurship education and it is apprehensive to deliver quality …",http://www.africanscholarpublications.com/wp-content/uploads/2020/06/NJMSE_Vol9_No7_2019-14.pdf,True
"[PDF][PDF] Establishing Entrepreneurship Development Centre: Lessons from Yaba College of Technology, Yaba, Lagos, Nigeria","IN Chris, OT Oyelola, IO Ajiboshin, SB Peluola - core.ac.uk",SB Peluola - core.ac.uk,,"… it may be a new subject, a strategic approach is needed to integrate entrepreneurship education 
… institutions will provide much of the national leadership in the business community and …",https://core.ac.uk/download/pdf/234695100.pdf,True
Comparison and Analysis of the Modes of Legal Innovation and Entrepreneurship Education in Universities,"X Pu - … Management, Innovation and Entrepreneurship and …, 2021 - atlantis-press.com",2021 - atlantis-press.com,,"… college students’ innovation and entrepreneurship education, it … entrepreneurs, but also And 
it can also create indispensable … work for students' entrepreneurship, and provide scientific …",https://www.atlantis-press.com/proceedings/memiess-20/125952393,True
Entrepreneurship Education and Skill-Oriented Trade Development in Nigerian Higher Institutions,"O Okafor, N Ikeche - Unilag Journal of Humanities, 2017 - eureka.unilag.edu.ng",2017 - eureka.unilag.edu.ng,,"… Entrepreneurship education is designed to furnish students … , it was envisaged that 
entrepreneurship education will not … for successful entrepreneurship, but also to provide the …",http://eureka.unilag.edu.ng/index.php/ujh/article/view/171,True
[PDF][PDF] Entrepreneurship Education and Emancipation: A Political Perspective,"A Walmsley, B Wraae - pureportal.coventry.ac.uk",B Wraae - pureportal.coventry.ac.uk,,"… deliver a survey to a cohort of Danish students at the start and end of a semester in which they 
take an entrepreneurship … extent to which EE holds within it the seeds of a more humanist, …",https://pureportal.coventry.ac.uk/files/39797942/Emergent_paper_submission_USASBE.pdf,True
"Social Cognitive Career Predictors, Entreprenology and Entrepreneurship Education Among Undergraduate University Students in Kenya",BW NGIGI - 2020 - repository.kemu.ac.ke,BW NGIGI - 2020 - repository.kemu.ac.ke,,"… and entrepreneurship education as it is wide and has not been adequately covered since … 
must provide clear cut career opportunities for its students as well as enable meaningful …",http://repository.kemu.ac.ke/handle/123456789/844,True
[PDF][PDF] Educating for entrepreneurial behaviour and entrepreneurship,"K Širec, M Rebernik - … učencev pri nacionalnem preverjanju znanja in … - pedagoska-obzorja.si",M Rebernik - … učencev pri nacionalnem preverjanju znanja in … - pedagoska-obzorja.si,,"… As such, it is unlikely that students will become acquainted with … This chapter discusses 
entrepreneurship education and … the set-up of business ventures so as to provide jobs as well as …",https://www.pedagoska-obzorja.si/Revija/Vsebine/PDF/DSPO_2011_26_4.pdf#page=141,True
"Contents, Curricula, and Teaching Methodologies of Entrepreneurship Education in Kenya","AM Mbila - … (Eds.): Universities, Entrepreneurship and Enterprise …, 2021 - pub.h-brs.de",2021 - pub.h-brs.de,,"… lecturer, students can take notes, the lecturer may or may not send notes … entrepreneurship 
education because it allows students to own the learning process by actively participating in it…",https://pub.h-brs.de/frontdoor/index/index/docId/5369,True
Research on College Students' Innovation and Entrepreneurship Education from the Perspective of Social Work,"L Zhang, H Guo - … : Theory, Technologies and Applications (FC 2019) 8, 2020 - Springer",2020 - Springer,,"… It hopes this article has important reference value for improving college students’ innovation 
and entrepreneurship education. … The teacher was forced to provide solutions or reference …",https://link.springer.com/chapter/10.1007/978-981-15-3250-4_94,True
[BOOK][B] A study of the practise of entrepreneurship education for Calgary high school students,JA Lewthwaite - 1989 - prism.ucalgary.ca,JA Lewthwaite - 1989 - prism.ucalgary.ca,,"… and issues that revolve around the delivery of entrepreneurship education. … mechanical 
and technical skills to business education and do not associate it with concepts of innovationk …",https://prism.ucalgary.ca/bitstream/handle/1880/21642/ucalgary_1989_lewthwaite_jo-ann_547915.pdf?sequence=1,True
[PDF][PDF] Entrepreneurship education pedagogy and self-efficiency of entrepreneurship students: a case of universities in Nairobi and kiambu county,IM Gachanja - 2017 - 41.89.230.28,IM Gachanja - 2017 - 41.89.230.28,,"… of Entrepreneurship Education Pedagogy (EEP) on the EntrepreneurshipSelf Efficacy (ESE) 
of final year students in … Content delivery tends to improve when it includes varied teaching …",http://41.89.230.28/bitstream/handle/20.500.12092/1992/GACHANJA%20ISAAC%20MUIRURI.pdf?sequence=1&isAllowed=y,True
Popular misconceptions of entrepreneurship education in a higher education institution in Niger Delta region of Nigeria,"C Olele, C Uche - 2013 - opendocs.ids.ac.uk",C Uche - 2013 - opendocs.ids.ac.uk,,"… It established that the strategies used for teaching/learning … content delivery, inviting 
entrepreneurs to give talks on their … about entrepreneurship among students in a higher education …",https://opendocs.ids.ac.uk/opendocs/handle/20.500.12413/9938,True
Entrepreneurship education teachers' practices in preparing learners for the world of work: a case of Lesotho secondary schools,ME Thaanyane - 2021 - uir.unisa.ac.za,ME Thaanyane - 2021 - uir.unisa.ac.za,,"… Teacher education also prevent learners to acquire … , it was also revealed that not all 
Entrepreneurship Education … that increase the quality of education delivery which is one of the …",https://uir.unisa.ac.za/handle/10500/28321,True
Entrepreneurship Education Management in Improving Student's Independence at Vocational Collection,"W Warta, I Wasliman… - Journal of …, 2022 - journal.islamicateinstitute.co.id",2022 - journal.islamicateinstitute.co.id,,"… The basic element associated with it itself is the … entrepreneurship education programs is 
one of the important considerations for the Directorate General of Higher Education to provide …",http://www.journal.islamicateinstitute.co.id/index.php/jois/article/view/730,True
The Study of College Students' Entrepreneurship Education Path,"Y Wang, C Li - Management & Engineering, 2015 - search.proquest.com",2015 - search.proquest.com,,"… the booming of entrepreneurship education from abroad and combine it with domestic 
actual … should face all college students to provide equal opportunities for development and …",https://search.proquest.com/openview/6c3132ca9d068ff0909e6051c73f9198/1?pq-origsite=gscholar&cbl=2028702,True
Investigating University ecosystems as a key factor for entrepreneurial education and behavior,M Sabadell Marin - 2020 - upcommons.upc.edu,M Sabadell Marin - 2020 - upcommons.upc.edu,,"… These three improvement areas provide a new perspective on … it won’t be fully validated 
until specific objectives are set. c) The integration of entrepreneurship education into the students…",https://upcommons.upc.edu/handle/2117/333429,True
