Title,Authors,Year,Keywords,Abstract,URL
"Entrepreneurship in Teacher Education: Issues, trends and prospects","VB Owhotu - Teacher Education Systems in Africa in the Digital …, 2015 - books.google.com",2015 - books.google.com,,"… produce or deliver existing goods and services at lower cost’. … the entrepreneurial spirit 
through education when it directed … In summary, the worth of entrepreneurship education as part …",https://books.google.com/books?hl=en&lr=&id=7MLpCgAAQBAJ&oi=fnd&pg=PA257&dq=deliver+entrepreneurship+education+to+ict+students&ots=iDjhXwDFHG&sig=SsWVDhf2Aa2dk0UIkrYsVHApGRk
Developing entrepreneurial abilities with ICT and technical presentations,"D Roy - … International Conference on Information and Education …, 2018 - dl.acm.org",2018 - dl.acm.org,,"… Use of ICT to deliver technical information as a formal professional presentation also … , 
which says that entrepreneurship education has a role in supporting students to achieve the …",https://dl.acm.org/doi/abs/10.1145/3178158.3178189
"[BOOK][B] Teaching Business, Economics and Enterprise 14-19","H Knapton, J Gurjee - 2019 - books.google.com",J Gurjee - 2019 - books.google.com,,"… delivering business education in teacher training, further education, and secondary schools, 
it … Learning from our life experiences, we need to ensure that we provide learners with plenty …",https://books.google.com/books?hl=en&lr=&id=5_G2DwAAQBAJ&oi=fnd&pg=PP1&dq=deliver+entrepreneurship+education+to+ict+students&ots=yhLf9dkbyS&sig=XRGXJhG94dOgabIs6utkTsWuNsY
Interventions in entrepreneurial learning: Blended learning and ICT capacity,"S Burgess, S Bingley, R Paguio… - Australasian Journal of …, 2018 - journal.acs.org.au",2018 - journal.acs.org.au,,"… and delivery of a pilot blended learning program for entrepreneurial learning that targets the 
use of ICT … institution’, ‘staff’ and ‘student’ to reflect the emphasis on industry training in this …",http://journal.acs.org.au/index.php/ajis/article/view/1226
Application of entrepreneurship education: A panacea for effective secondary schools management in Nigeria,"NS Ezeani - Singaporean Journal Of business Economics …, 2012 - platform.almanhal.com",2012 - platform.almanhal.com,,"… work, as it perceives entrepreneurship management of … to provide all that they need to make 
their school functional, ranging … with staff, students and school community for effective school …",https://platform.almanhal.com/Files/Articles/44793
The Scientific Study of the Objectives and Training Programs of Collegiate Business Education,"WJ Matherly - The Journal of Business of the University of Chicago, 1932 - JSTOR",1932 - JSTOR,,"… provide general business education; and second, to provide … By general business education 
I mean the training of students … It is the function of collegiate business education to discover …",https://www.jstor.org/stable/2349145
Entrepreneurial learning–a social context perspective: evidence from Kenya and Tanzania,"L Hunter, J Lean - Journal of Small Business and Enterprise …, 2018 - emerald.com",2018 - emerald.com,,"… explores perceptions of entrepreneurship education (EE) and … the understanding of 
entrepreneurship and how it could be … realities can help deliver entrepreneurial learning and help …",https://www.emerald.com/insight/content/doi/10.1108/JSBED-02-2017-0075/full/html
The university's role in developing Chinese entrepreneurship,"AR Anderson - Journal of Chinese Entrepreneurship, 2011 - emerald.com",2011 - emerald.com,,"… It also highlights important pedagogic points that will realise the full potential of a university 
entrepreneurial education… ‐higher education can usefully deliver the basics of small business …",https://www.emerald.com/insight/content/doi/10.1108/17561391111166957/full/html
[HTML][HTML] Developing the Entrepreneurial University through Positive Psychology and Social Enterprise: A Case Study of Curriculum Innovation in Russia,"P Kazin, S Hagen, A Prichislenko… - Вопросы образования, 2017 - cyberleninka.ru",2017 - cyberleninka.ru,,"… The development of a system of entrepreneurship education … the entrepreneurial intentions 
of students and provide them … entrepreneurial thinking—for example, it taught students to …",https://cyberleninka.ru/article/n/developing-the-entrepreneurial-university-through-positive-psychology-and-social-enterprise-a-case-study-of-curriculum-innovation-in
Entrepreneurial Intentions of Graduation Students in Thailand: Moderating Role of Characteristics of Entrepreneurship Education Programmes,"S Koolrojanapat, S Mephong… - … of Computational and …, 2019 - ingentaconnect.com",2019 - ingentaconnect.com,,"… This study investigated the entrepreneurial intentions of master students in Thailand and … 
of entrepreneurship. Moreover, it also refers to the willingness of university students to join the …",https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/00000011/art00049
"Agribusiness and value chain management students' attitude towards entrepreneurship in Haramaya University, Ethiopia: promises or practices of modularisation?","M Aman - … Journal of Management and Enterprise …, 2015 - inderscienceonline.com",2015 - inderscienceonline.com,,"… Second, how using ICT in entrepreneurship education affects students attitude towards … 
of students towards entrepreneurship. Hence, the result obtained from this study will provide …",https://www.inderscienceonline.com/doi/abs/10.1504/IJMED.2015.069306
[PDF][PDF] Entrepreneurship Competence: An Overview of Existing Concepts,"I Komarkova, J Conrads… - Policies and Initiatives …, 2015 - el.vlasnasprava.ua",2015 - el.vlasnasprava.ua,,"… 'ICT for Learning and Skills' that aims to provide evidence … entrepreneurship education. 
The main idea behind the NextLevel initiative is to provide lower secondary education students …",http://el.vlasnasprava.ua/wp-content/uploads/2016/07/Ovent_Final.pdf
[PDF][PDF] IMPACT OF INNOVATIVE AND DIVERSIFIED ENTREPRENEURSHIP EDUCATION PROGRAMMES ON SUSTAINABLE DEVELOPMENT IN RIVERS STATE.,"P DOUGLAS - The Nigerian Journal Research and …, 2022 - globalacademicgroup.com",2022 - globalacademicgroup.com,,"… strategies for effective entrepreneurship education will be the focus of this study. … However, 
it is the innovative entrepreneurs, who provide new services and goods needed by the public, …",https://www.globalacademicgroup.com/journals/nigerian%20journal%20of%20research%20and%20production%20/Impact%20of%20Innovative.pdf
Research on the Construction of Innovation and Entrepreneurship Education Ecology Circle of Local Applied University Students——The Space of Creation …,"Z Zonghui - 2019 3rd International Seminar on Education …, 2019 - atlantis-press.com",2019 - atlantis-press.com,,"… It plays an important role in encouraging college students to innovate and start their own … 
and entrepreneurship, can provide the most comprehensive information for innovative …",https://www.atlantis-press.com/proceedings/isemss-19/125918576
Principles of Responsible Management Education (PRME): SIP Report SIP Report for Sheffield Business School,"C Gilligan, R Ridley-Duff - 2018 - shura.shu.ac.uk",R Ridley-Duff - 2018 - shura.shu.ac.uk,,"… , and it is this ethos that the Sheffield Business School is … to give our students the best start 
to their career and provide our staff … Our Accounting and Business Education research group …",http://shura.shu.ac.uk/22498/
Innovation and Present Situation of Entrepreneurship Education in Colleges and Universities,"X Liu - 2016 International Conference on Education …, 2016 - atlantis-press.com",2016 - atlantis-press.com,,"… innovation and entrepreneurship education practice platform to provide students with the … 
the mode of innovation and entrepreneurship education, because it is in the primary stage, …",https://www.atlantis-press.com/proceedings/icemc-16/25856658
[HTML][HTML] Four Integrating Principles to a Catholic Business Education,"M Naughton - Finance α Bien Commun, 2008 - cairn.info",2008 - cairn.info,,"… Business education in general has been going through its own soul searching about just 
what kind of education it should provide. … If business education fails to engage students in this …",https://www.cairn.info/revue-finance-et-bien-commun-2008-1-page-58.htm
[PDF][PDF] LEARNING ENVIRONMENTS OF ENTREPRENEURSHIP EDUCATION,T KIILAVUORI - PUBLICATIONS 27 NEW OPPORTUNITIES FOR CO … - iris.unitn.it,T KIILAVUORI - PUBLICATIONS 27 NEW OPPORTUNITIES FOR CO … - iris.unitn.it,,"… ship education cases, co-operative thinking and planning of learning environments. … 
on the interests and talents of the students–it is easy to imagine that this is entrepreneurship …",https://iris.unitn.it/retrieve/handle/11572/95020/2970/Published%20Proceeding%20ICA%202001_FIN%20Ruralia%20Inst.pdf#page=266
Enterprise Education Needs Enterprising Educators: Inspiring New Teachers Through Formal Teacher Training Provision,"A Penaluna, K Penaluna, C Usei… - ICSB World Conference …, 2012 - search.proquest.com",2012 - search.proquest.com,,"… learners construct their knowledge and that not only is education an active constructive process, 
it … individuals who deliver the experiential educational episodes have a key role to play. …",https://search.proquest.com/openview/84ed80610995e304ba93e2fb7849b27a/1?pq-origsite=gscholar&cbl=39996
USEFULNESS OF FUND TRANSFER SKILLSS AND PERFORMANCE OF BUSINESS EDUCATION STUDENTS IN THE BANKING SECTOR,"SO Wagbara, A Emeghara - BW Academic Journal, 2022 - bwjournal.org",2022 - bwjournal.org,,"… the banking sector for efficient job delivery have led to possession of … It is on this basis, that 
this study sought to investigate fund transfer skills needed by accounting business education …",https://bwjournal.org/index.php/bsjournal/article/view/606
Strategies for developing entrepreneurial skills among undergraduates of technology vocational education for poverty alleviation in Nigeria,"OA Ifeanyichukwu, OC Eze, CI Okoli - European Journal of Education …, 2018 - oapub.org",2018 - oapub.org,,"… entrepreneurship education like other aspects of education … The ability of the Nigerian 
educational system to provide … development strategy as it stimulates thinking in students and elicits …",http://oapub.org/edu/index.php/ejes/article/view/1721
[PDF][PDF] BUSINESS EDUCATION MENTORING AND ENTREPRENEURSHIP DEVELOPMENT: A TOOL FOR NATIONAL GROWTH IN OYO STATE,OJ Adeleye - ubsjournal.com.ng,OJ Adeleye - ubsjournal.com.ng,,"… It was concluded that Business Education students rate … It is this challenge that is the primary 
concern of this study. This … to provide for adequate mentoring and entrepreneurship so that …",http://www.ubsjournal.com.ng/publication/vol_2/issue_1/paper_3.pdf
Competencies required for teachers in higher education to conduct classes using a strategic business game,"A Wach, A Gaweł - e-mentor, 2020 - cejsh.icm.edu.pl",2020 - cejsh.icm.edu.pl,,"… Contemporary business education should place more … lectures, during which the teachers 
provide obvious and textbook-like … It was required to guide the students through the business …",https://cejsh.icm.edu.pl/cejsh/element/bwmeta1.element.desklight-8d27e66a-0d4a-4867-91df-2e6f73f30b3c
[PDF][PDF] Project Method of Teaching Entrepreneurship Education for Self Reliance among Business Education Students in Tertiary Education in Nigeria,"N Akpan, AJ Akpan - benchmarkjournals.com",AJ Akpan - benchmarkjournals.com,,"… to send an email or letter are some problems students would … Some Business Education 
students graduate from the higher … If entrepreneurship education is to be learned as a career, it …",https://benchmarkjournals.com/wp-content/uploads/2022/04/4.pdf
Master of business administration (MBA) student outcomes in Vietnam: Graduate student insights from a qualitative study,"CTM Ly, MH Vickers, S Fernandez - Education+ Training, 2015 - emerald.com",2015 - emerald.com,,"… to successfully build students’ capacities and skills in Vietnam, nor would it adequately … 
students believe that business school providers will deliver them the high-quality educational …",https://www.emerald.com/insight/content/doi/10.1108/ET-08-2013-0104/full/html
A Review of Case Studies in an ICT Prescribed Text Builds Soft Skills and Delivers Work Ready Graduates.,"J Richardson, P Cerotti… - International Journal of …, 2010 - search.ebscohost.com",2010 - search.ebscohost.com,,"… to deliver to a diverse student audience and focus on learning outcomes that are transferable 
to a business … (2002) observed that business education was not preparing future business …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=14479494&AN=64405474&h=zuzo7nnAaSxrk37QSfWRYCsODIBqz1S87Gn8PzjsZN%2BgLOyuteVUGTLJEKZQGUwc3%2F1NGEcmTH9Rl9cW8U63cg%3D%3D&crl=c
Preparing undergraduate students for lifelong learning: lessons learned from entrepreneurship education,AN Timmermans - 2022 - nrl.northumbria.ac.uk,AN Timmermans - 2022 - nrl.northumbria.ac.uk,,"… of ‘how entrepreneurship education pedagogy can enhance undergraduate business 
students’ … learning and development, it seems paramount that we understand entrepreneurship …",https://nrl.northumbria.ac.uk/id/eprint/50143/
[CITATION][C] Effects of Entrepreneurship Education on Entrepreneurial Intention,"IA Onikoyi, JA Odumeru - Management Science and Engineering, 2020",2020,,,
[PDF][PDF] ASSESSMENT OF BUSINESS EDUCATION STUDENTS'COMPETENCE IN THE USAGE OF HARDWARE AND SOFTWARE INFORMATION AND …,"BG Omoni, W Prince - Journal of Technical and Science Education …, 2016 - researchgate.net",2016 - researchgate.net,,"… ICT courses at all levels, and that Business Educators should provide and teach their students 
… Based on the findings of the study, it is concluded that Business Education students in …",https://www.researchgate.net/profile/Godwin-Bupo/publication/308723305_ASSESSMENT_OF_BUSINESS_EDUCATION_STUDENTS'_COMPETENCE_IN_THE_USAGE_OF_HARDWARE_AND_SOFTWARE_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES/links/57ed04bb08ae8d996a952a66/ASSESSMENT-OF-BUSINESS-EDUCATION-STUDENTS-COMPETENCE-IN-THE-USAGE-OF-HARDWARE-AND-SOFTWARE-INFORMATION-AND-COMMUNICATION-TECHNOLOGIES.pdf
… CONTENTS AND THE USE OF MODERN INFORMATION COMMUNICATION AND TECHNOLOGY FACILITIES AMONG STUDENTS OF POLYTECHNICS IN …,"CEO Okoli - Nigerian Journal of Business Education (NIGJBED), 2020 - nigjbed.com.ng",2020 - nigjbed.com.ng,,"… Education is an integral component of business education program. It is a program of study 
that seeks to provide … It also avails its learners with the acquisition of skills, knowledge and …",http://nigjbed.com.ng/index.php/nigjbed/article/view/423
The mediating role of self-efficacy in the development of entrepreneurial intentions.,"H Zhao, SE Seibert, GE Hills - Journal of applied psychology, 2005 - psycnet.apa.org",2005 - psycnet.apa.org,,"… Entrepreneurship is important because it leads to increased … We include students' 
entrepreneurial intention measured … , and delivery of each entrepreneurial education program was …",https://psycnet.apa.org/record/2005-14549-017
Innovative Implementation of Business Education Curriculum in Tertiary Institutions in South-East Nigeria for Relevance in Modern Day economy,"CN Anyakoha, CU Nwolisa - Vocational and Technical Education Journal, 2020 - acjol.org",2020 - acjol.org,,"… In order for Business Education to provide its students with the knowledge, skills and attitudes 
that are needed to take up readily available jobs in the global job market, it is imperative …",https://acjol.org/index.php/votej/article/view/394
ESTABLISHING AND SUSTAINING GOOD COMMUNITY RELATIONSHIP IN TACKLING CHALLENGESAND ISSUES IN BUSINESS EDUCATION.,"VU Ikegwuani - Nigerian Journal of Business Education (NIGJBED), 2018 - nigjbed.com.ng",2018 - nigjbed.com.ng,,"… - general business education; a programme meant to provide students with information and 
… into various disciplines and business education is not left out of it. Chukwurah (2011), wrote …",http://www.nigjbed.com.ng/index.php/nigjbed/article/view/74
Awareness And Utilization Of E-Learning Technologies In Teaching And Learning Of Business Education Courses In Universities In Kwara State,ADP OLADEJI - 2021 - alhikmah.edu.ng,ADP OLADEJI - 2021 - alhikmah.edu.ng,,"… within ICT, is the electronic process which enhances the delivery … comprised of business 
education lecturers and students in … 262 students in Universities offering Business education in …",https://alhikmah.edu.ng/ajhir/index.php/aje_path/article/view/213
Innovation in Business Education: The Value of TPACK.,"C Vibert, G MacKinnon - Journal of Applied Learning …, 2015 - search.ebscohost.com",2015 - search.ebscohost.com,,"… business education in terms of three overarching learning goals which he considers to be 
apprenticeships. We teach students … , we have learned that it’s not the delivery medium, but …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=21600953&AN=114811442&h=MljALDYmDnUHZBX%2BsaSfTMEGrhqVH58tzU9NdsZGbqanm2EKM2yNMs8dLgLRueWoLwX19dwWe%2FubKkeGqfmk9g%3D%3D&crl=c
[HTML][HTML] Seeking the best blend for deep learning in a flipped classroom–viewing student perceptions through the Community of Inquiry lens,"I Le Roux, L Nagel - … of Educational Technology in Higher Education, 2018 - Springer",2018 - Springer,,"… -year undergraduate class in Enterprise Education. A blended … information provide insight 
into how students engage in … engaging the student with authentic workplace problems; it thus …",https://link.springer.com/article/10.1186/s41239-018-0098-x
Linking Online Business Education and Academic Excellence: Outbreak of COVID-19 Pandemic.,"M Rafiq, S Naz, S Maqbool - IBA Business Review, 2021 - search.ebscohost.com",2021 - search.ebscohost.com,,"… and assessing students learning. This study is a portrayal of online … This study delivers a 
comprehensive review of enduring … It will help teachers to deliver and assess lectures effectively …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=19906587&AN=155275954&h=4tABR8ReRjCpmeg%2FMwJjuj65u5G2%2FiaYwlpU2tT7DBzH5lHLfyYc18Aer%2FEw4vqqqlT1z78K%2FN4l2k82%2BGUQHQ%3D%3D&crl=c
[PDF][PDF] Fostering entrepreneurship and innovation through a biomedical technology PhD program in Australia,"O Thongpravati, A Maritz, P Stoddart - … of Engineering Education, 2016 - researchgate.net",2016 - researchgate.net,,"… science students, through entrepreneurship education can play … The programs provide 
students with education, training, and … The rationale for the panel approach is that it can provide a …",https://www.researchgate.net/profile/Onnida-Thongpravati/publication/304823019_Fostering_Entrepreneurship_and_Innovation_through_a_Biomedical_Technology_PhD_Program_in_Australia/links/577bd4f808aec3b74336699c/Fostering-Entrepreneurship-and-Innovation-through-a-Biomedical-Technology-PhD-Program-in-Australia.pdf
ADEQUACY OF EDUCATIONAL RESOURCES FOR ENHANCING SKILL ACQUISITION AMONG BUSINESS EDUCATION STUDENTS FOR JOB CREATION IN …,"IS Ndubuisi, CF Ezeani, CM Ile - … Journal of Business Education  …, 2021 - nigjbed.com.ng",2021 - nigjbed.com.ng,,"… to support business education across curriculum and thus provide opportunities foreffective 
… It is concluded that students of business education are not being adequately taught with …",http://www.nigjbed.com.ng/index.php/nigjbed/article/view/480
[PDF][PDF] Teachers' entrepreneurial competence and teaching methods in entrepreneurship education: A basis for teachers training curriculum,"CS Saranza, NLE Bueno, GR Andrin, MM Ninal - 2022 - researchgate.net",MM Ninal - 2022 - researchgate.net,,"… Entrepreneurship education helps students from all … Thus, it is essential to understand the 
definition, as this will … to maximize the delivery in teaching entrepreneurship education. This …",https://www.researchgate.net/profile/Cris_Saranza3/publication/361580403_Teachers'_Entrepreneurial_Competence_and_Teaching_Methods_in_Entrepreneurship_Education_A_Basis_for_Teachers_Training_Curriculum/links/6351e5b496e83c26eb3bae66/Teachers-Entrepreneurial-Competence-and-Teaching-Methods-in-Entrepreneurship-Education-A-Basis-for-Teachers-Training-Curriculum.pdf
Transforming Graduate Business Education,"M Korka - FAIMA Business & Management Journal, 2021 - search.proquest.com",2021 - search.proquest.com,,"… is continuously adapting its content and mode of delivery. The … It needs to alter the functioning 
of the business school in all its … the attitude of the business school’s staff and students; …",https://search.proquest.com/openview/f04c4012c5959e0c3244c6fdf5ceb140/1?pq-origsite=gscholar&cbl=2037693
Entrepreneurship education courses across multidisciplinary programmes at a South African university of technology: educator and student perspectives,K Price - 2018 - open.uct.ac.za,K Price - 2018 - open.uct.ac.za,,"… entrepreneurship education courses within the higher education institution as those of: 
course design and delivery; … in entrepreneurship education as it is offered within the higher …",https://open.uct.ac.za/handle/11427/30142
[PDF][PDF] Can embedding authentic assessment into the curriculum enhance the employability of business school students?,"G Manville, WE Donald, A Eves - GiLE Journal of Skills Development, 2022 - real.mtak.hu",2022 - real.mtak.hu,,"… time to plan and deliver modules using this form of assessment. Students also need to be … 
begun to emerge in the curriculum of business schools, it remains in an embryonic state. …",http://real.mtak.hu/152371/1/document-7_Manville.pdf
VIRTUAL REALITY IN AGRICULTURE: AN INNOVATIVE FRAMEWORK FOR LEARNING ENTREPRENEURSHIP,"F Grivokostopoulou, I Perikos, Z Palkova… - INTED2021 …, 2021 - library.iated.org",2021 - library.iated.org,,"… promote entrepreneurship education. It is designed for assisting learners in studying aspects 
of … The courses aim to provide students the theoretical knowledge about various aspects of …",https://library.iated.org/view/GRIVOKOSTOPOULOU2021VIR
[PDF][PDF] Embedding Enterprise and Entrepreneurship into Education,"D Griffiths, C Tarling - Experiential Entrepreneurship Exercises … - research.lancs.ac.uk",C Tarling - Experiential Entrepreneurship Exercises … - research.lancs.ac.uk,,"… to provide an overview of the enterprise and entrepreneurship … Entrepreneurship education 
has four key audiences; learners… Tracy Cage-I learnt most from “All of it because I had not …",https://www.research.lancs.ac.uk/portal/services/downloadRegister/122118396/EEEJ_Issue_ETC_Special_Issue.pdf#page=45
[PDF][PDF] Technology in Business education,K Umachandran - researchgate.net,K Umachandran - researchgate.net,,"… transition from school to technical development is the critical element of delivery of students 
to … do some preliminary research on it, it might be reasonable to require students to submit a …",https://www.researchgate.net/profile/Krishnan-Umachandran/publication/321149339_Tech_Enabled_Business_education/data/5a10537fa6fdccc2d799855d/Technology-in-Business-education.pdf
[PDF][PDF] The Roles of Principals in the Promotion of Entrepreneurship Education in Secondary School in Uyo Municipality,"CP GODDYMKPA, UE EYO, I Ourua, I Ekpene - globalacademicstar.com",I Ekpene - globalacademicstar.com,,"… that the State Government should provide the enabling environment that enhances this 
course to be worthwhile and enticing for students to appreciate and value it in order for them to …",https://www.globalacademicstar.com/download/article/1167020239.pdf
LEVEL OF APPLICATION OF VIRTUAL LEARNING PEDAGOGICAL DESIGN BY BUSINESS EDUCATORS IN TERTIARY INSTITUTIONS IN ANAMBRA STATE,"CI Okoli, NH Ikpat - Nigerian Journal of Business Education  …, 2022 - nigjbed.com.ng",2022 - nigjbed.com.ng,,"… them to apply it in instructional delivery. Furthermore, this model will enable … that ICT is not 
a new topic in Nigeria. The popularity of ICT technologies among business education students …",http://nigjbed.com.ng/index.php/nigjbed/article/view/590
NEED FOR ENTREPRENEURSHIP EDUCATION IN LIBRARY AND INFORMATION SCIENCE SCHOOLS IN NIGERIA,"GA Obinyan - African Journal of Emerging Issues, 2020 - ajoeijournals.org",2020 - ajoeijournals.org,,"… entrepreneurship education and training in the profession. Entrepreneurship education seeks 
to provide students … because it is challenging to deliver on entrepreneurship education and …",https://ajoeijournals.org/sys/index.php/ajoei/article/view/139
[PDF][PDF] Exploring the entrepreneurial intention of students in one Higher Education Institution (HEI),AR Kenye-Duma - 2022 - commons.ru.ac.za,AR Kenye-Duma - 2022 - commons.ru.ac.za,,"… Furthermore, it has been suggested that governments must provide enough support for … 
support through policies that support entrepreneurial education are critical to fostering students' …",https://commons.ru.ac.za/vital/access/services/Download/vital:56070/SOURCE1
[PDF][PDF] Research on Evaluation Index of Entrepreneurship Education in Chinese Universities,HOU Jie - scholar.archive.org,HOU Jie - scholar.archive.org,,"… and practices on entrepreneurship education, it is hard for … Second, not all educated 
students start up their business … results to provide suggestions for the work of entrepreneurship …",https://scholar.archive.org/work/yoy2k3jtmrgyvhqf7wzm35qvoa/access/wayback/http://dpi-proceedings.com/index.php/dtssehs/article/download/26924/26336
Globalization of MBA studies and transnational educational institutions in the Caribbean,"H Allahar, R Sookram - Industry and Higher Education, 2018 - journals.sagepub.com",2018 - journals.sagepub.com,,"… of higher business education has also failed to provide the … However, it has been noted 
that research on the delivery … , and the programme is not well regarded by students, as is …",https://journals.sagepub.com/doi/pdf/10.1177/0950422218792156
[PDF][PDF] Entrepreneurship Education and Sustainable National Development: An Appraisal,"LA AZEEZ, OO OLAITAN, A RAHAMAN - 2023 - irjweb.com",A RAHAMAN - 2023 - irjweb.com,,"… Entrepreneurship education is designed to aids students from … In addition, it was observed 
that Business education in … more serious with entrepreneurship education, provide enabling …",https://www.irjweb.com/Entrepreneurship%20Education%20and%20Sustainable%20National%20Development%20An%20Appraisal.pdf
"Can Entrepreneurial Motivation Mediate Between Entrepreneurial Education, Training, and Its Intention? An Empirical Study of Thailand","S Toopgajank, R Fongtanakit… - … of Computational and …, 2019 - ingentaconnect.com",2019 - ingentaconnect.com,,"… who provide entrepreneurial education to their students then those students will develop their 
entrepreneurial … and successful business persons and entrepreneurs because it raises the …",https://www.ingentaconnect.com/contentone/asp/jctn/2019/00000016/00000011/art00032
[PDF][PDF] E-LEARNING AND THE TEACHING OF BUSINESS EDUCATION: PROSPECTS AND CHALLENGES,"MA EFFAH, EO MBUK - Journal of Pristine, 2019 - globalacademicgroup.com",2019 - globalacademicgroup.com,,"… inducing educational reforms that change our students into productive knowledge workers. 
… it to promote distance education (DE). E-learning as an innovative approach for delivering …",http://www.globalacademicgroup.com/journals/pristine/E-LEARNING%20AND%20THE%20TEACHING%20OF%20BUSINESS%20EDUCATION_%20PROSPECTS%20AND%20CHALLENGES.pdf
Functional Mathematics Education: A Tool for Developing Entrepreneurship for Sustainable Self Reliance of Nigerian Graduates,"OE Onoshakpokaiye - … Mathematics and Science Education, 2021 - conmaths.com",2021 - conmaths.com,,"… The entrepreneurship education equips the students to take … of entrepreneurship education, 
they are trying to key into it. … provide the child with diverse basic knowledge and skills for …",https://www.conmaths.com/article/functional-mathematics-education-a-tool-for-developing-entrepreneurship-for-sustainable-self-9678
[PDF][PDF] US Entrepreneurship Education Missing the Mark for Greater Societal Impact,"RC Carriker - American Journal of Management, 2018 - digitalcommons.www.na …",2018 - digitalcommons.www.na …,,"… entrepreneurship education needs to reach out to students … workers, would it be more 
business education for everyone? … qualified to provide entrepreneurial education across much …",http://www.digitalcommons.www.na-businesspress.com/AJM/AJM18-2/CarrikerRC_18_2.pdf
[PDF][PDF] STRATEGIES FOR ENHANCING THE ATTAINMENT OF BUSINESS EDUCATION GOALS AND EFFECTIVE MARKETING OF ITS PRODUCTS IN NIGERIA,EA Adukwu - globalacademicgroup.com,EA Adukwu - globalacademicgroup.com,,"… Business education is an effort to provide citizens both … Therefore, it needs to be effectively 
and efficiently delivered by … students in business education and other business programmes …",https://www.globalacademicgroup.com/journals/the%20nigerian%20academic%20forum/STRATEGIES%20FOR%20ENHANCING%20THE%20ATTAINMENT.pdf
[BOOK][B] Realising the potential: assessing professional learning through the integration of ePortfolios in Australian business education-final report,"K Watty, M Kavanagh, N McGuigan, S Leitch, D Holt… - 2016 - core.ac.uk",D Holt… - 2016 - core.ac.uk,,"… business education to define and deliver quality learning experiences designed to enhancing 
students… It is therefore pertinent to ensure the students have a holistic view of their learning…",https://core.ac.uk/download/pdf/211500813.pdf
The role of Personal Branding in Entrepreneurship Education,"G Männikus, A Kuura - Piccola Impresa/Small Business, 2022 - journals.uniurb.it",2022 - journals.uniurb.it,,"… entrepreneurship education. This will be done using comparative analysis of the existent 
literature on … It is found that PB has the potential to provide direction and advantages to students …",https://journals.uniurb.it/index.php/piccola/article/view/2861
DIGITAL SKILLS NEEDED BY BUSINESS EDUCATION GRADUATES FOR UNEMPLOYMENT REDUCTION IN THE 21ST CENTURY,"EE Kehinde, AM Olatunde - Nigerian Journal of Business Education …, 2022 - nigjbed.com.ng",2022 - nigjbed.com.ng,,"… The population of the study comprised 470 Business education students: … education running 
business education program should provide funds for the purchase and maintenance of ICT …",http://www.nigjbed.com.ng/index.php/nigjbed/article/view/562
Digital Tools and Experiential Learning in Science-Based Entrepreneurship Education,"M Blankesteijn, J Houtkamp - Technology and Entrepreneurship Education …, 2022 - Springer",2022 - Springer,,"… Students choose a real-life case and position it in the innovation chain. The innovation … 
Both projects provide students with experience in working with people from different disciplines. …",https://link.springer.com/chapter/10.1007/978-3-030-84292-5_10
Toolkit for reflexivity exercises for social entrepreneurship education,"H Myyryläinen, A Pajari - 2022 - theseus.fi",A Pajari - 2022 - theseus.fi,,"… to provide ideas that can be applied in many ways. The first chapter in this publication has 
exercises for learners for … can have various business models, it is important for the students to …",https://www.theseus.fi/handle/10024/787698
Entrepreneurial intent among students in Scandinavia and in the USA,"E Autio, R H. Keeley, M Klofsten… - Enterprise and …, 2001 - Taylor & Francis",2001 - Taylor & Francis,,"… It is also our impression that the career preferences of … , 500 MBA students of the London 
Business School were surveyed, … The fi ndings provide support for the usability of the process …",https://www.tandfonline.com/doi/abs/10.1080/14632440110094632
E-learning@ entrepreneurship new horizons in business management,"A Kumar, S Rajpal, A Mittal - INTED2009 Proceedings, 2009 - library.iated.org",2009 - library.iated.org,,"… • Number of students aspiring for the education is becoming … The justification for enterprise 
education for the business is … It has been recognized that it is a form of delivery that can …",https://library.iated.org/view/KUMAR2009ELE
[BOOK][B] Innovation and entrepreneurship,"J Bessant, J Tidd - 2007 - books.google.com",J Tidd - 2007 - books.google.com,,"… We provide examples of good and not-so-good practice, … We would like to thank all those 
colleagues and students at … does the idea ﬁt a business strategy, does it build on something we …",https://books.google.com/books?hl=en&lr=&id=kKvKh7pla8kC&oi=fnd&pg=PR11&dq=deliver+entrepreneurship+education+to+ict+students&ots=EPgLmFrT_d&sig=pE_D7HvsIUOEOjrkEuxaSo5C6lA
MODERN TECHNOLOGIES FOR EMPLOYABILITY SKILLS OF OFFICE MANAGEMENT AND TECHNOLOGY STUDENTS IN RIVERS STATE UNIVERSITIES,"J Amesi, JO Babalola - Nigerian Journal of Business Education  …, 2022 - nigjbed.com.ng",2022 - nigjbed.com.ng,,"… This could enable students secure employment and sustain it… or professional deliveries of 
lectures to students could provide … technology students after graduation from the Universities. …",http://nigjbed.com.ng/index.php/nigjbed/article/view/583
